wak,syllables,flag,a,b,c
ลูกจะรักให้เหมือนน้องประคองขวัญ,10,10 syllables — likely shatter/miscount,ลูกจะรักให้เหมือนน้องประคองขวัญ,,
กว่าชีวีลูกจะวายทำลายลาญ,10,10 syllables — likely shatter/miscount,กว่าชีวีลูกจะวายทำลายลาญ,,
นางทรงฟังสังรเสริญแสนฉลาด,11,11 syllables — likely shatter/miscount,นางทรงฟังสังรเสริญแสนฉลาด,,
ภิปรายปราศรัยนุชพระบุตรี,8,word straddles a beat boundary,ภิปรายปราศรัย,นุช,พระบุตรี
ให้นึกกลัวหวั่นจิตกนิษฐา,9,word straddles a beat boundary,ให้นึกกลัว,หวั่นจิต,กนิษฐา
มาแย่งยุดฉุดลากกระชากกร,9,word straddles a beat boundary,มาแย่งยุด,ฉุดลากกระชาก,กร
พระมารดรบิตุรงค์ปลงพระทัย,10,10 syllables — likely shatter/miscount,พระมารดรบิตุรงค์ปลงพระทัย,,
สองกษัตริย์อิ่มพระทัยใครจะเหมือน,10,10 syllables — likely shatter/miscount,สองกษัตริย์อิ่มพระทัยใครจะเหมือน,,
ปลาอนนต์รองกระสินธุ์แผ่นดินดาน,10,10 syllables — likely shatter/miscount,ปลาอนนต์รองกระสินธุ์แผ่นดินดาน,,
กระทั่งกระแทกศีขรินอิสินธร,10,10 syllables — likely shatter/miscount,กระทั่งกระแทกศีขรินอิสินธร,,
เมขลาโยนแก้วแววสว่าง,8,word straddles a beat boundary,เมขลาโยนแก้ว,แวว,สว่าง
เหมือนภมรกลั้วกลิ่นไม่สิ้นเชย,9,word straddles a beat boundary,เหมือนภมร,กลั้วกลิ่น,ไม่สิ้นเชย
กว่าชีวีน้องจะวายทำลายลง,10,10 syllables — likely shatter/miscount,กว่าชีวีน้องจะวายทำลายลง,,
ประเสริฐศักดิ์สมสกูลประยูรหงส์,10,10 syllables — likely shatter/miscount,ประเสริฐศักดิ์สมสกูลประยูรหงส์,,
มิเสียทีที่ภิเษกเป็นเอกองค์,10,10 syllables — likely shatter/miscount,มิเสียทีที่ภิเษกเป็นเอกองค์,,
นุชนาฏกราบบาทพระภูธร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",นุชนาฏกราบ,บาทพระ,ภูธร
กากระเหว่าเร้าเร่งอโณทัย,9,word straddles a beat boundary,กากระเหว่า,เร้าเร่ง,อโณทัย
ฝ่ายกษัตริย์การเสร็จเสด็จกลับ,9,word straddles a beat boundary,ฝ่ายกษัตริย์,การเสร็จเสด็จ,กลับ
